gene	logFC	pvalue	fdr	LR
ADPGK-AS1	6.95055511087799	4.01884167675903e-08	6.28925003605283e-07	30.1403392161013
PTPRO	6.96650549430265	4.0139650527173e-08	6.28925003605283e-07	30.1426939340554
SERPINB1	3.02359099753192	4.02013311699738e-08	6.28925003605283e-07	30.139716112991
EMILIN2	5.90325808315903	4.03906437372721e-08	6.3071543682048e-07	30.1306049734128
TSPAN17	2.89346414364325	4.03663322850252e-08	6.3071543682048e-07	30.1317726255473
CAPN11	12.8911999519524	4.09743619577949e-08	6.39237985765635e-07	30.102779046033
PI4K2A	2.97695473901144	4.23579653906773e-08	6.60212172865422e-07	30.038377617492
SMTN	-4.18174761002226	4.34310718889948e-08	6.76312504859218e-07	29.9898635539318
BCAM	-7.73602254220568	4.37747797672951e-08	6.81035331762839e-07	29.9745785073955
IL11	-12.6821993095732	4.39916412735789e-08	6.83777826400859e-07	29.9649961927922
LYST	3.00699198330955	4.40401894080611e-08	6.83901521969052e-07	29.9628575125044
APOL2	3.18493332417843	4.42210290068382e-08	6.854462904657e-07	29.9549117583392
WDR3	-2.43908168575813	4.42016211916916e-08	6.854462904657e-07	29.9557629405575
SLITRK5	-12.8128636029143	4.46858067977877e-08	6.92013932661696e-07	29.9346387049928
LINC01234	-9.99823190938613	4.62471667757477e-08	7.15535824613933e-07	29.868048383619
CCDC115	2.85615405227189	4.6393601919481e-08	7.17142934625079e-07	29.8619190251179
KIF5A	-9.42889270965386	4.65750411065327e-08	7.19287687996306e-07	29.8543513276568
PLCE1	-4.89867024180236	4.68897869449841e-08	7.23485366516517e-07	29.8412932966975
DECR1	3.57625010545424	4.81540602314384e-08	7.42312681463409e-07	29.7897118873557
NOG	-11.6972552851304	4.85666837654745e-08	7.4798908113755e-07	29.7731704501797
POU2AF1	12.207031215908	4.88054665157534e-08	7.50980187510437e-07	29.7636622178211
EPHA4	-5.78251899880497	5.04007195852583e-08	7.74819091507315e-07	29.7013111691895
MCM3	-2.9243120659746	5.13917804891073e-08	7.89334648551476e-07	29.6635632945105
LCP1	8.53653156740534	5.14981189807548e-08	7.90247547091747e-07	29.6595564431388
CCDC181	-8.72879653851511	5.15743918204063e-08	7.90697841475911e-07	29.6566875722781
RYR2	-11.2185619844557	5.25830405398297e-08	8.0542877277781e-07	29.6191437496654
CD180	14.8280640979535	5.26783504907978e-08	8.0615579238824e-07	29.6156335184112
ZNF608	-9.98044365793283	5.38624145309197e-08	8.23527969538536e-07	29.572547758011
FLNC	-12.1423467400312	5.3958427459813e-08	8.2424800024514e-07	29.5690957352849
TMEM53	4.03808446670985	5.46145956885193e-08	8.33515690902048e-07	29.5456675137615
TMEM63A	3.20803042295136	5.50159583891245e-08	8.38881341989465e-07	29.5314756304425
TSPO	3.19553526774365	5.51406150506266e-08	8.40021901435811e-07	29.527088970617
ACAA1	2.53569682712679	5.64591701229901e-08	8.58599959823354e-07	29.481288174737
CAV1	-11.2086226550403	5.64620307130557e-08	8.58599959823354e-07	29.4811899800134
SLC6A8	-3.09077155961766	5.6513892978709e-08	8.58613690530448e-07	29.4794105814973
GNG11	-10.4434136107198	5.71609113593245e-08	8.67661437381313e-07	29.4573478358192
ACADS	3.05406870358784	5.80098092713961e-08	8.78963378069921e-07	29.4287776689177
NAV3	-13.9335218442151	5.80073155517108e-08	8.78963378069921e-07	29.42886098156
SLC6A15	-14.8208031922236	5.86633249088571e-08	8.8806681167056e-07	29.4070671443175
UICLM	10.4396693573316	5.96701926827898e-08	9.02498273350381e-07	29.3740876529038
GPRC5A	-10.9494808030204	6.00187528580306e-08	9.06956024130007e-07	29.3628005066086
FOS	3.72533691637238	6.02802641005879e-08	9.10091550027603e-07	29.3543752353944
CD2BP2-DT	4.20363083496427	6.05700809850387e-08	9.13648428394733e-07	29.3450806999095
ACSS2	3.18015849530143	6.07359731366556e-08	9.14513325629589e-07	29.3397805087964
PLPP4	-12.0970453106909	6.06824245878536e-08	9.14513325629589e-07	29.341489777537
FOXC2	-12.3651035113836	6.09075033445677e-08	9.1627725343984e-07	29.3343154148572
ARHGEF12	-2.83659732885982	6.11581903259002e-08	9.19227786620065e-07	29.3263559952743
STMN1	-2.94745406475326	6.23318517698238e-08	9.36033307014048e-07	29.2895213197887
CENPM	-5.58405238016082	6.24540060063676e-08	9.37032544257603e-07	29.2857275819591
CGB8	-13.9406548032019	6.27500294620426e-08	9.40636340218822e-07	29.2765647485818
ALAS1	3.69987921084047	6.33346666100752e-08	9.48556264633918e-07	29.2585949835325
SUSD6	3.27547864068449	6.35262542635719e-08	9.50580691018582e-07	29.2527423674554
OSMR	-11.6205062913393	6.36273538600609e-08	9.51248700255693e-07	29.249661103396
BAG2	-3.32834786671324	6.46289807482796e-08	9.65366752329576e-07	29.2193963756161
PDE1B	9.44720900202298	6.54613723257529e-08	9.76934156170603e-07	29.1946006264235
MAPK12	-3.8368113897809	6.62522465617671e-08	9.86988596215044e-07	29.1713325685759
TPST1	-5.67728441411002	6.62284926966809e-08	9.86988596215044e-07	29.1720273604903
PLA2G15	3.16942274131416	6.63647374907492e-08	9.8704859955044e-07	29.1680456360178
WLS	-3.78319518589581	6.63734383815448e-08	9.8704859955044e-07	29.1677916326777
DST	-4.00730639723921	6.73033371710166e-08	9.99994645497759e-07	29.1408358285337
LINC02345	10.6397886503543	6.75589195878199e-08	1.0029076970354e-06	29.1334923964709
ADGRB2	-5.7294383596457	6.78377280054342e-08	1.0061601048975e-06	29.1255133091469
NDN	11.856564050208	6.80100438265772e-08	1.00782869695163e-06	29.1205982962951
CLECL1	10.1677647565415	6.85097786660275e-08	1.0143420568927e-06	29.1064144691944
CHIT1	12.9755166333545	6.91981890139463e-08	1.02363501904827e-06	29.087044358412
CHAF1B	-3.8334600140302	6.98800839402051e-08	1.03281538097238e-06	29.0680469948955
GTSF1	10.6419279454523	6.99835258464851e-08	1.03343770989257e-06	29.0651813741888
DKK3	-13.6162833008916	7.03444603826165e-08	1.03785797984825e-06	29.055215644386
ADCY7	3.95134188239209	7.12423750330873e-08	1.05018615654636e-06	29.0306439924652
PLK2	-5.51833089567827	7.21040411934414e-08	1.06195890740236e-06	29.0073543319372
HOXB9	-14.8177357626186	7.22605896571654e-08	1.06333508745291e-06	29.0031529922328
ARHGAP39	-4.54236089166215	7.27807713321574e-08	1.06912224601179e-06	28.9892579252796
CKS1B	-2.64375698945424	7.27655804613269e-08	1.06912224601179e-06	28.9896622906418
VPS37D	-9.5913140170561	7.31241312354822e-08	1.0732303895354e-06	28.9801405259961
BPI	10.7298606544958	7.44402176312173e-08	1.09159549770964e-06	28.9455867732051
DENND2D	7.4075734724322	7.55223665562059e-08	1.10650117748306e-06	28.9176305523827
NASP	-2.63912393132379	7.69711556389578e-08	1.12674804636038e-06	28.8808245063367
CD79A	9.19532427009328	7.71454697712256e-08	1.1283194619578e-06	28.8764429701846
ZNF706	2.62198092741123	7.74983819399183e-08	1.13249803755914e-06	28.8676025099995
CSTA	6.7401038550327	7.84171104776497e-08	1.14493058443494e-06	28.8447761846762
FAR2	4.50407612780722	7.88924800210789e-08	1.15087393582265e-06	28.8330703398829
CAMK1D	3.63881250859844	7.90962322077827e-08	1.15284811113229e-06	28.8280746209805
HLTF	-2.78084774467877	7.93687058170464e-08	1.1558196407186e-06	28.8214140631956
ENSG00000189212	-11.9098995480781	7.94987419803919e-08	1.15671356099104e-06	28.8182434298145
TTC7A	3.36687292696909	7.96977607369165e-08	1.15860877537214e-06	28.8134008631161
CCN2	-7.42013492999621	8.0093267391632e-08	1.16335470886345e-06	28.8038131740183
FBLN1	-15.2861562963468	8.02136036555892e-08	1.16409905942551e-06	28.8009054491788
BLM	-3.79584281618924	8.1565242240752e-08	1.1826960124909e-06	28.7685423694408
DEF8	2.66825010312099	8.25966371466726e-08	1.19662144392458e-06	28.744206521859
PPFIA4	-7.94276157378061	8.35953866142268e-08	1.21005040297518e-06	28.7209294179232
DTX3	-6.6662692078899	8.38306447913154e-08	1.21241419235096e-06	28.7154869877702
BTBD11	-8.58728826630301	8.43776823434048e-08	1.21927921938596e-06	28.702890834764
CSTB	5.53656187850962	8.51861101815256e-08	1.22990640141262e-06	28.6844249068563
ENSG00000226441	10.2905425500048	8.54995815996976e-08	1.23337538559358e-06	28.6773118673006
TIE1	9.52943906460382	8.59575267613114e-08	1.23892075996693e-06	28.666967380439
TTYH2	5.35861291781773	8.62617064501049e-08	1.24224230083574e-06	28.6601267670281
LURAP1L	-11.7892230516043	8.64180429442959e-08	1.24343091850422e-06	28.6566203564966
CCDC14	-2.5416520947501	8.77265597136779e-08	1.26118157390423e-06	28.6275189677287
FANCD2	-3.1994615175545	8.93844625613669e-08	1.28392055387593e-06	28.5912656671241
THEMIS2	4.17682196515911	9.05156967406195e-08	1.29906215875869e-06	28.566913689253
SLAMF6	8.34917399503493	9.14758541396491e-08	1.31172482246719e-06	28.5464825519509
LDHD	7.00575605450292	9.31135904864196e-08	1.33407388274293e-06	28.5121241246328
ENSG00000256663	-5.12079978555062	9.3332044778202e-08	1.33606764865584e-06	28.5075869614949
DOCK11	2.74853137453497	9.45078761296067e-08	1.3517514472901e-06	28.4833469937051
TAF4B	-4.85374985501061	9.4773762510967e-08	1.35440468579074e-06	28.477907602465
ROR1-AS1	8.76626950934088	9.57406831816517e-08	1.36706336519292e-06	28.4582548540583
ATG16L2	2.88760583922193	9.67526961353278e-08	1.37917612282922e-06	28.4378974829616
NEU1	2.81897762145898	9.67014553603709e-08	1.37917612282922e-06	28.438923089089
ARHGAP26	3.07032807245713	9.68966974230751e-08	1.38006124672983e-06	28.4350181467744
ENSG00000230747	6.9487652806766	9.79110609368824e-08	1.39333062983575e-06	28.4148564053913
EPB41L4B	-8.62003326079988	9.83973958892749e-08	1.39906980872438e-06	28.4052640063708
RBPMS	-6.18451258249069	9.90827206776042e-08	1.40762627377483e-06	28.3918270978613
MARCHF11	-10.4480753996467	9.93292776143803e-08	1.40994018409831e-06	28.3870157157535
PRKACB	2.76579755863693	1.00396525600897e-07	1.42388978101811e-06	28.3663262284191
ZNRF3	-4.03253788817818	1.01113385152918e-07	1.43285065302062e-06	28.352552676767
KCNJ5	7.52266314254341	1.01273815603702e-07	1.433918083283e-06	28.3494836096213
SGCB	-3.25731217531974	1.02125097630778e-07	1.44475715363643e-06	28.3332794900532
PLEKHH3	-6.02273054565215	1.03029574842221e-07	1.45632995513136e-06	28.3162104392455
THAP10	-5.92488173165546	1.03835737590608e-07	1.46649483877967e-06	28.3011228407967
AKAP13	2.66599417908555	1.04768150454562e-07	1.47842426047648e-06	28.28381814067
CASP7	2.51035957468327	1.05314734758521e-07	1.48489369535257e-06	28.2737456606746
LOC101929331	8.66073033640475	1.06166916534556e-07	1.49565750559425e-06	28.2581456510735
RASD2	-12.1901872020446	1.06346510077676e-07	1.49693596349102e-06	28.254874029898
ADAMTS7	-7.49963147590276	1.07083970066699e-07	1.50605827350068e-06	28.2414976552075
ARHGEF26	-7.75219151507646	1.07343222044361e-07	1.50718829018787e-06	28.2368171483125
TUB	-8.24712976766739	1.0731605751695e-07	1.50718829018787e-06	28.2373070421404
CES1P1	8.77628362659004	1.11391410940524e-07	1.56272596414395e-06	28.1651656289981
NKX2-5	-10.6099232369165	1.12199135602426e-07	1.57274811627726e-06	28.1511818578671
DDR2	-7.66763364834943	1.12420475640901e-07	1.57454080970369e-06	28.1473675057584
CFAP69	-8.1261531956767	1.16629667629344e-07	1.63213726734785e-06	28.0762285073029
N4BP2L1	5.72064774035527	1.1970404994441e-07	1.67377057055051e-06	28.0258762796567
PRKD1	-7.33543268822914	1.20329953443083e-07	1.68112718537522e-06	28.015784139195
NAT14	-4.95430252710326	1.20889792049366e-07	1.68754938379433e-06	28.0068017072186
DOCK3	2.48965604847314	1.2169985045568e-07	1.69745097709252e-06	27.9938781026036
CRTAM	8.37360410957097	1.22031761113046e-07	1.70067257485005e-06	27.9886077065105
NCF1	10.4389447076369	1.24354638647615e-07	1.73072962642062e-06	27.9521200330883
TACC2	-6.38894714983307	1.24393944898533e-07	1.73072962642062e-06	27.9515085057123
EMILIN1	4.60201393160296	1.26873253029991e-07	1.76376851510092e-06	27.9133216016869
GDF11	-5.20062516086237	1.28262390530381e-07	1.78161007258564e-06	27.8922513416949
TNC	-11.929847437959	1.28457834440216e-07	1.78285506794333e-06	27.8893052388435
AFAP1	-5.56611085737126	1.29687989014507e-07	1.79844685342011e-06	27.8708644915255
ENSG00000262097	10.6508262674454	1.31785197324944e-07	1.82602696523682e-06	27.8398265779172
VWDE	-11.3734956095823	1.33926193516465e-07	1.85416798238201e-06	27.808647089262
PEG10	-10.3477163311079	1.34596753733947e-07	1.86192175998627e-06	27.7989843261307
POU3F2	-13.3616556603146	1.36215913237567e-07	1.88277434137798e-06	27.7758497262638
GNPTG	3.0983396518745	1.41547240947895e-07	1.95486021535334e-06	27.7015774485796
SGO2	-2.87446508607537	1.4222560896199e-07	1.96262021736329e-06	27.6923285970293
MMP16	-9.37115336026965	1.43117889128789e-07	1.97331695084367e-06	27.6802303635358
MSI2	-3.13830172279473	1.44515579177097e-07	1.99095911165569e-06	27.661430501328
TTC26	-4.17734756021298	1.46221199917791e-07	2.01281127239776e-06	27.6387340901198
TNFSF8	9.21590933742687	1.46374960914848e-07	2.01328303384023e-06	27.6367010717316
BCOR	-3.62701888269649	1.47930807401385e-07	2.03302298034741e-06	27.6162493324712
ZFP37	-5.93218455907242	1.48198111582867e-07	2.03503666019537e-06	27.612757306608
PIGM	-3.769350298437	1.48671262314346e-07	2.0398714159075e-06	27.6065915761338
CPS1	-5.49819148983684	1.51146862232105e-07	2.0721509208696e-06	27.5746487599797
SNAI1	-8.34450894950928	1.51824703472641e-07	2.07975156813864e-06	27.5659939470392
ACOT1	3.14786106276854	1.54668782539575e-07	2.11698969700186e-06	27.5300973870348
PRSS12	-7.0946307838	1.55899684368007e-07	2.13210534246473e-06	27.5147662015971
CD1D	7.87405396567275	1.56325155550471e-07	2.13619022373875e-06	27.5094950522663
AFDN	-3.58327125598764	1.58921592166872e-07	2.16991078316016e-06	27.4776361969096
PLCD1	4.09797649879352	1.62101152575271e-07	2.21153224270505e-06	27.4393253757425
RACGAP1	-2.40828901841143	1.6291962997418e-07	2.22090036038427e-06	27.4295853383832
LINC00885	11.0668556479867	1.65561359690961e-07	2.25508759048747e-06	27.3984795245292
LOC440300	-5.05289589215658	1.66826465757047e-07	2.27048394308602e-06	27.3837588853611
MEIS3	-6.06937651706431	1.68160490526837e-07	2.28679265931128e-06	27.368357010901
PMEPA1	-6.50966270052938	1.70057016606645e-07	2.31071828452045e-06	27.3466703152179
MGAT5B	-7.53610216374569	1.72652241556074e-07	2.34409155356833e-06	27.3173835824901
SOCS1	4.95186637211313	1.7476863716975e-07	2.37091527187851e-06	27.2938251371062
SLAMF1	9.56808657741878	1.75918407418799e-07	2.38267624324706e-06	27.2811461605492
ZBED9	-11.9582819767968	1.75876380062932e-07	2.38267624324706e-06	27.2816081487926
TMEM106C	-3.12941871960237	1.801390180495e-07	2.43788137760323e-06	27.2353053499712
POR	2.69354885471661	1.80284589553827e-07	2.43789329806776e-06	27.2337435405713
PLEKHO2	5.01247621373252	1.81337599749141e-07	2.45016617335467e-06	27.2224834886139
SYTL1	5.6409254005208	1.8170584255071e-07	2.45317447206483e-06	27.218561252963
GABRA3	-13.8961946447862	1.83224910493862e-07	2.47170257558934e-06	27.2024650997429
KLF5	-4.28270308014675	1.85589050743313e-07	2.50159193277927e-06	27.1776786433555
GPAT2	11.9965027925472	1.86456264458893e-07	2.51127226208464e-06	27.1686657296141
LOC100132172	-10.4709679368254	1.87996956948926e-07	2.53000058117609e-06	27.1527565158724
AKAP12	-3.53470370962057	1.88391581737958e-07	2.53328791756014e-06	27.1487026349661
TMEM158	-6.58200113219447	1.90551191312655e-07	2.56028470687953e-06	27.1266671502123
MFSD6	3.40755343003447	1.93447817027755e-07	2.59620941550819e-06	27.0975013489493
PRICKLE2	-12.9595466445334	1.93533089552988e-07	2.59620941550819e-06	27.0966493963749
IGKV3-20	10.2106929859762	1.93861505455757e-07	2.59854614592208e-06	27.0933717242363
AMOTL1	-3.21223611972542	1.94264297332828e-07	2.60187531459524e-06	27.0893593513441
KCNJ1	7.8868756999748	1.94527379698219e-07	2.60332948414241e-06	27.0867431804162
ACP5	9.0138782077503	1.95155816615623e-07	2.60966694774335e-06	27.0805081378552
PLEKHF2	2.83663237190104	1.95686441287227e-07	2.61468743001466e-06	27.0752591891828
TGFBR3	-8.85815209418075	1.9598177438442e-07	2.61655857100086e-06	27.0723439248213
PLEKHH2	-8.8006215474424	1.9654353095432e-07	2.62198096045078e-06	27.0668108985554
LMNB1	-3.25030269303104	1.97546583947002e-07	2.63327720959101e-06	27.0569706216024
GDNF	-12.3050407352588	1.98824841358409e-07	2.6482211478639e-06	27.0445028198249
E2F1	-2.68310941820291	2.03698984720256e-07	2.71099857310553e-06	26.9976877892716
ANKRD1	-8.28652452233013	2.06464878197988e-07	2.7456406730528e-06	26.9716188412383
HOXD13	-13.9128278886624	2.1004032470781e-07	2.79098535567973e-06	26.9384336514393
PSRC1	-4.68708205374321	2.13117057658526e-07	2.82963696177186e-06	26.910327351095
HNF4G	-9.57203694178629	2.1539260360948e-07	2.85759840804419e-06	26.8898003836299
ENSG00000283787	9.09612899367617	2.15585328036687e-07	2.85790495050365e-06	26.8880718740715
IL6	-14.8209495875327	2.22409686772423e-07	2.9460540978212e-06	26.827843384626
EGR2	7.12945336964524	2.23261226775685e-07	2.95501053412687e-06	26.8204584258617
ZNF503	-4.45498294597413	2.23929422077515e-07	2.96152812604714e-06	26.8146832604861
LOX	-10.9297500977213	2.2507524284918e-07	2.97434726805164e-06	26.8048200987686
HSPB8	-13.9595673374654	2.25313054818118e-07	2.97515647384833e-06	26.8027793339442
FIBCD1	-12.6121837800286	2.28554812457698e-07	3.01323946408431e-06	26.7751737358267
LAPTM5	10.0926766570074	2.28464377136327e-07	3.01323946408431e-06	26.7759385138595
SNHG1	-2.77844810286986	2.28958306382927e-07	3.01619898690065e-06	26.7717652284861
SUSD4	-10.7120211222321	2.29869807838393e-07	3.02584093146023e-06	26.764087447358
PLSCR4	-9.8304849047395	2.30382724478723e-07	3.03022523399063e-06	26.7597804411446
TBX5-AS1	-10.7524032681181	2.31921407507084e-07	3.04808408353109e-06	26.7469174114391
IGHG4	7.70871601949794	2.3260134384827e-07	3.05463760132463e-06	26.7412605301135
WNT7B	-12.3702918373117	2.32786483414688e-07	3.05468805222281e-06	26.7397230911665
SCPEP1	2.8652162115717	2.35413455173053e-07	3.08675588031967e-06	26.7180392492315
TNFAIP8L1	3.24993098409159	2.36003755638385e-07	3.0920896413306e-06	26.7132001037955
RAB27B	-12.8797166872232	2.3756147736778e-07	3.11008028917616e-06	26.70048828069
CEACAM21	12.0440625338066	2.38719602029901e-07	3.12281566351071e-06	26.6910914087087
HMGB3	-3.72342086112947	2.39629187103365e-07	3.12825800128541e-06	26.6837431354623
LRRC25	9.14288493957216	2.39551538394763e-07	3.12825800128541e-06	26.6843693444305
SEMA3D	-11.4868435026895	2.39692627435424e-07	3.12825800128541e-06	26.6832316628982
SLC25A29	3.88104346459006	2.40187265370206e-07	3.13228733298963e-06	26.6792484094484
CTSS	6.69945708306784	2.40496913438596e-07	3.13389984108809e-06	26.6767590371861
ENSG00000111729	10.2407872010219	2.41472900813003e-07	3.14418617140516e-06	26.6689336918387
RUFY4	11.0103280833914	2.48261878556356e-07	3.23008833343324e-06	26.6153621874457
GALNT13	-13.2733519431607	2.50297522993964e-07	3.25406092972631e-06	26.5995849147717
SIGLEC12	10.8644007067367	2.51634376757337e-07	3.26891874632566e-06	26.589293434886
COL9A2	5.14420530591446	2.52085834401839e-07	3.27038989948608e-06	26.5858303602336
PTCH1	-6.44222261612273	2.52135822863815e-07	3.27038989948608e-06	26.5854472873791
TRIM35	2.66320034871374	2.53428434878486e-07	3.28462746097509e-06	26.5755680553524
SLC22A23	-4.6235391058099	2.55841868614262e-07	3.31335868123113e-06	26.5572570025665
IRAG2	7.56091831986041	2.57853388846434e-07	3.3368446610396e-06	26.5421271273748
WNT3	-8.78777525216221	2.59715994243098e-07	3.35836898465231e-06	26.5282224531853
HLF	-9.86903330387159	2.60850970806893e-07	3.37045859442127e-06	26.5197985807833
ERMP1	2.85945267557245	2.63476162135517e-07	3.40177000446079e-06	26.5004541584693
SIRPB1	4.7368177784695	2.65166854111248e-07	3.420977277887e-06	26.4880978527915
LAMA4	-10.2325995910665	2.6551091777249e-07	3.42279529728285e-06	26.4855929594992
SIK1B	-4.73052893681065	2.66680992290256e-07	3.43525079441783e-06	26.4770987236426
LPAR2	3.89345472047135	2.69867485860054e-07	3.47364191692594e-06	26.4541541885137
GLMP	2.51881793006671	2.72904968803904e-07	3.51005787738701e-06	26.4325340286201
NAGLU	2.74378892121202	2.74234031536275e-07	3.52446163032395e-06	26.423149795456
DNA2	-3.80565573390365	2.74740857307245e-07	3.52559688101278e-06	26.4195832066901
TLCD3A	-3.11621888265571	2.74603897917384e-07	3.52559688101278e-06	26.4205463543065
HAS2	-12.2473449580837	2.75795194911021e-07	3.53643321084916e-06	26.4121847988904
POLE2	-4.8446824254372	2.7738151372815e-07	3.55406929643011e-06	26.40110666287
TBX2-AS1	-9.61499414534496	2.77648226668518e-07	3.55478341271873e-06	26.3992502979463
EVA1A	-11.7693641937535	2.78605474913771e-07	3.56433078726054e-06	26.3926023849286
ANK2	-5.24510750782111	2.80012593579416e-07	3.57961471109225e-06	26.3828716518948
PLPP3	3.62676564583415	2.8384701274237e-07	3.62588196944367e-06	26.3566019804944
RINL	4.52993975151591	2.86057611612435e-07	3.65135204398327e-06	26.3416183061214
WFS1	3.00885533782849	2.87220114585179e-07	3.66341537520491e-06	26.3337852377537
PLXND1	4.84769311234843	2.8994749347534e-07	3.69540493008018e-06	26.3155319066323
LRIG2	-2.75600026935294	2.92212761758949e-07	3.72146093943805e-06	26.3005016709631
KLHL23	-6.57676814457973	2.93371423970644e-07	3.73339510761433e-06	26.2928589407416
ENSG00000234964	6.65008212622417	2.94493337985283e-07	3.74484396355776e-06	26.2854873854985
OAF	-4.23033391280973	2.99441523233847e-07	3.80489458896462e-06	26.2533076058142
PM20D2	-3.29160273747775	3.00494521896216e-07	3.81539728668376e-06	26.2465284007013
TIAM1	3.05461553067293	3.01848482987186e-07	3.82970262789992e-06	26.2378465089039
CDK2	-2.81945400705262	3.02737524586131e-07	3.83520642988851e-06	26.2321669869753
MARK1	-12.712889367703	3.02711367301307e-07	3.83520642988851e-06	26.2323338504076
TMEM45B	6.74228277733158	3.03043956234117e-07	3.83620407106584e-06	26.2302132635105
ADAM22	-6.37386633151804	3.04879317702443e-07	3.85654025823458e-06	26.21855279663
POLA1	-2.72050943634086	3.05459675180863e-07	3.86098279604078e-06	26.2148802927182
IL22RA2	11.0283244502336	3.0820561809889e-07	3.89277095903163e-06	26.1975982575598
ARHGAP15	7.7332748648708	3.09958272244507e-07	3.91197522775109e-06	26.1866481543226
HOXC9	-11.4614098701152	3.10810221547094e-07	3.91979148416691e-06	26.1813478055686
CD48	10.0491379154201	3.12396415755865e-07	3.93684907185533e-06	26.1715180833293
CYP26B1	-7.66092700826842	3.15050363567422e-07	3.96732703718049e-06	26.1551827858432
CKS2	-2.80092465953555	3.15763441697493e-07	3.97333698966472e-06	26.1508172303891
CD1A	10.4062046324615	3.20652486783602e-07	4.03184608195292e-06	26.1211494017955
CRH	7.73768370560143	3.2167323496389e-07	4.0391312478935e-06	26.1150125135442
TLCD5	-7.79271768300738	3.21711326172063e-07	4.0391312478935e-06	26.114783881583
VAT1	3.54435655187097	3.27381439676721e-07	4.1072597744699e-06	26.0810497392711
SH2D4A	-5.36007596519213	3.27833842683639e-07	4.10987530905999e-06	26.0783834619372
OSBPL10	-4.8471397604301	3.32118830054612e-07	4.16049826586629e-06	26.0533108762668
CHPF	-3.42826263242591	3.39119858079427e-07	4.24504493965844e-06	26.0130355464201
HOXA11	-12.1241868663297	3.42140373578782e-07	4.27967568999918e-06	25.9959159398267
MAP3K5	2.95931888316012	3.44220753610998e-07	4.30250406349533e-06	25.9842126926825
HOXB3	-7.19382159951747	3.4551589712363e-07	4.31549099379988e-06	25.9769625762762
SLC38A6	4.16823459028821	3.46678498734808e-07	4.32680446309835e-06	25.9704775852476
CLC	9.47287933733813	3.48252332942981e-07	4.34322987250651e-06	25.961733384618
HES2	6.63891032136906	3.50248033880745e-07	4.36488840447978e-06	25.9507020877697
SLC1A4	2.97423587694995	3.52688213726993e-07	4.39205004662684e-06	25.9372992263733
FDX1	3.31660653749588	3.53594307613695e-07	4.40008160190779e-06	25.9323460950677
SIGLEC5	9.76680927111741	3.54166028643234e-07	4.40394348089287e-06	25.9292273441403
DPYSL4	-6.9577007016293	3.54589639487241e-07	4.40595931837796e-06	25.9269197908427
SH3BGRL	3.15540634093829	3.56948693812001e-07	4.43200334711746e-06	25.9141195465955
IL4R	4.23145598569159	3.60491724948022e-07	4.47269887603036e-06	25.8950534869785
ENSG00000261786	-13.4892529045769	3.6156900044919e-07	4.48276386208124e-06	25.8892935881422
CCDC102A	-5.93008058498854	3.62189860492816e-07	4.48715952900254e-06	25.8859818277662
ADAMTS9	-7.6768863942944	3.69490981322212e-07	4.5742494814827e-06	25.8474579722067
GPRIN1	-4.53383779924942	3.71779475585508e-07	4.59920145678431e-06	25.8355398425092
APOBEC3B	-8.714979512274	3.74297509916477e-07	4.62477103343186e-06	25.8225109840803
DBNDD1	-7.50307887682506	3.74395375963028e-07	4.62477103343186e-06	25.8220063793478
NHLRC3	3.00421793335417	3.76712296083769e-07	4.64998203422375e-06	25.8100986270389
PDE6G	5.19715093129139	3.77297713224793e-07	4.65379880682616e-06	25.80710150901
PTK2	-2.49364302256602	3.8431678902294e-07	4.73690825036395e-06	25.7715251259178
SPTBN1	-3.10733957797635	3.84735789181189e-07	4.73860622215924e-06	25.76942206168
KRT80	-16.6318851777944	3.85496252858936e-07	4.74104114191256e-06	25.7656109670069
MARCO	8.17772333232733	3.85496188865938e-07	4.74104114191256e-06	25.7656112873932
EEF1A2	-11.3609015742535	3.87177025944362e-07	4.75823903000478e-06	25.7572143722089
ROS1	-14.2835719355418	3.88447973548054e-07	4.77037894046003e-06	25.7508893584611
SLC2A9	7.85113369940693	3.91781888114952e-07	4.80781721256287e-06	25.7343958348242
PHETA2	7.80061899225859	3.93054301376308e-07	4.81992134198648e-06	25.7281380282577
PROX1	-10.1545650962923	3.93521276838354e-07	4.82213817705413e-06	25.7258465071295
LUM	-14.83254525483	3.95222201881042e-07	4.83946139498087e-06	25.717522789691
DCSTAMP	13.4725356455575	3.97132028384875e-07	4.85931557462365e-06	25.708219474469
DDX11	-2.88587880903356	4.00358134455139e-07	4.89523527390032e-06	25.6926055849462
RHOBTB2	3.30625165659567	4.02913990608049e-07	4.92291358067804e-06	25.6803248931611
HACD4	8.00929487844919	4.04588888224554e-07	4.93979578093877e-06	25.6723194236578
OTX1	-9.61428984891119	4.0622268263495e-07	4.95615204903424e-06	25.6645423600293
MAPK13	5.9599424922773	4.07238088089245e-07	4.96494540247156e-06	25.659724688522
CPA4	-12.2340699968078	4.10687783842429e-07	5.00338284162045e-06	25.6434468171703
TERT	-9.1449055150468	4.12542834009137e-07	5.02235130796239e-06	25.634750085174
TLN2	-4.05846928154585	4.14051461044223e-07	5.03707802681163e-06	25.6277062891852
ARHGAP28	-11.0836190773263	4.20490939074155e-07	5.10804025411711e-06	25.5979267913137
LINC00324	5.37450486205884	4.20415750905917e-07	5.10804025411711e-06	25.598271855542
CLEC19A	8.67708433600305	4.23955740601131e-07	5.14641950532309e-06	25.5820923673654
